id,customer_id,installment_name,amount,due_date,status
PAY-0644,TOR19-C-304,ชำระเต็มจำนวน 100%,45955,,paid
PAY-0645,TOR19-B-305,ชำระเต็มจำนวน 100%,135100,2026-06-19,paid
PAY-0646,TOR19-A-307,มัดจำจองสิทธิ์,10000,,paid
PAY-0647,TOR19-C-308,มัดจำจองสิทธิ์,10000,,paid
PAY-0648,TOR19-B-310,ชำระ 50% แรก เริ่มงาน,17340,,paid
PAY-0649,TOR19-C-310,มัดจำจองสิทธิ์,5000,,paid
PAY-0650,TOR19-B-313,ชำระเต็มจำนวน 100%,3500,2026-06-22,paid
PAY-0651,TOR19-B-314,ชำระเต็มจำนวน 100%,32190,,paid
PAY-0652,TOR19-B-314,ชำระเต็มจำนวน 100%,32190,2026-06-24,paid
PAY-0653,TOR19-B-315,ชำระเต็มจำนวน 100%,3500,2026-06-19,paid
PAY-0654,TOR19-B-322,มัดจำจองสิทธิ์,5000,,paid
PAY-0655,TOR19-A-325,ชำระเต็มจำนวน 100%,42210,2026-05-05,paid
PAY-0656,TOR19-B-331,ชำระ 50% แรก เริ่มงาน,117000,,paid
PAY-0657,TOR19-B-333,ชำระเต็มจำนวน 100%,55890,2026-06-22,paid
PAY-0658,TOR19-B-401,ชำระ 50% แรก เริ่มงาน,110000,,paid
PAY-0659,TOR19-B-404,มัดจำจองสิทธิ์,5000,,paid
PAY-0660,TOR19-B-405,ชำระเต็มจำนวน 100%,26700,2026-06-19,paid
PAY-0661,TOR19-C-414,ชำระ 50% แรก เริ่มงาน,135400,,paid
PAY-0662,TOR19-B-417,ชำระ 50% แรก เริ่มงาน,12820,,paid
PAY-0663,TOR19-B-418,มัดจำจองสิทธิ์,10000,,paid
PAY-0664,TOR19-A-419,มัดจำจองสิทธิ์,32610,,paid
PAY-0665,TOR19-A-419,มัดจำจองสิทธิ์,10000,,paid
PAY-0666,TOR19-B-422,ชำระ 50% แรก เริ่มงาน,75000,,paid
PAY-0667,TOR19-C-422,ชำระ 50% แรก เริ่มงาน,86570,,paid
PAY-0668,TOR19-B-423,ชำระ 50% แรก เริ่มงาน,96000,,paid
PAY-0669,TOR19-C-428,มัดจำจองสิทธิ์,5000,,paid
PAY-0670,TOR19-B-431,ชำระ 50% แรก เริ่มงาน,30545,,paid
PAY-0671,TOR19-C-431,ชำระ 50% แรก เริ่มงาน,55995,,paid
PAY-0672,TOR19-B-432,มัดจำจองสิทธิ์,10000,,paid
PAY-0673,TOR19-B-501,มัดจำจองสิทธิ์,5000,,paid
PAY-0674,TOR19-C-501,ชำระเต็มจำนวน 100%,26548,,paid
PAY-0675,TOR19-C-501,ชำระเต็มจำนวน 100%,21450,,paid
PAY-0676,TOR19-B-512,ชำระ 50% แรก เริ่มงาน,51601,,paid
PAY-0677,TOR19-A-514,ชำระเต็มจำนวน 100%,55890,2026-06-16,paid
PAY-0678,TOR19-B-516,มัดจำจองสิทธิ์,5000,,paid
PAY-0679,TOR19-A-516,ชำระเต็มจำนวน 100%,55890,2026-06-19,paid
PAY-0680,TOR19-A-517,ชำระเต็มจำนวน 100%,127113,2026-06-16,paid
PAY-0681,TOR19-A-524,มัดจำจองสิทธิ์,5000,,paid
PAY-0682,TOR19-C-531,มัดจำจองสิทธิ์,29605,,paid
PAY-0683,TOR19-B-601,มัดจำจองสิทธิ์,10000,,paid
PAY-0684,TOR19-A-603,ชำระ 50% แรก เริ่มงาน,76252,,paid
PAY-0685,TOR19-B-603,มัดจำจองสิทธิ์,5000,,paid
PAY-0686,TOR19-C-604,ชำระ 50% แรก เริ่มงาน,50090,,paid
PAY-0687,TOR19-B-604,มัดจำจองสิทธิ์,5000,,paid
PAY-0688,TOR19-C-605,ชำระเต็มจำนวน 100%,56040,2026-06-18,paid
PAY-0689,TOR19-C-606,ชำระ 50% แรก เริ่มงาน,69340,,paid
PAY-0690,TOR19-A-607,มัดจำจองสิทธิ์,10000,,paid
PAY-0691,TOR19-C-608,ชำระเต็มจำนวน 100%,55890,2026-06-11,paid
PAY-0692,TOR19-B-611,มัดจำจองสิทธิ์,5000,,paid
PAY-0693,TOR19-B-613,ชำระ 50% แรก เริ่มงาน,45000,,paid
PAY-0694,TOR19-B-617,ชำระ 50% แรก เริ่มงาน,12820,,paid
PAY-0695,TOR19-B-619,มัดจำจองสิทธิ์,5000,,paid
PAY-0696,TOR19-B-622,มัดจำจองสิทธิ์,1900,,paid
PAY-0697,TOR19-C-622,ชำระ 50% แรก เริ่มงาน,83629,,paid
PAY-0698,TOR19-B-623,ชำระเต็มจำนวน 100%,20400,2026-06-10,paid
PAY-0699,TOR19-B-625,มัดจำจองสิทธิ์,5000,,paid
PAY-0700,TOR19-C-626,มัดจำจองสิทธิ์,5000,,paid
PAY-0701,TOR19-C-628,ชำระเต็มจำนวน 100%,138904,2026-06-16,paid
PAY-0702,TOR19-B-630,มัดจำจองสิทธิ์,5000,,paid
PAY-0703,TOR19-C-631,มัดจำจองสิทธิ์,68000,,paid
PAY-0704,TOR19-C-631,ชำระเต็มจำนวน 100%,150000,2026-05-21,paid
PAY-0705,TOR19-C-702,มัดจำจองสิทธิ์,27900,,paid
PAY-0706,TOR19-B-702,มัดจำจองสิทธิ์,5000,,paid
PAY-0707,TOR19-B-703,ชำระเต็มจำนวน 100%,42900,2026-06-29,paid
PAY-0708,TOR19-B-704,ชำระเต็มจำนวน 100%,42900,2026-06-29,paid
PAY-0709,TOR19-C-705,ชำระ 50% แรก เริ่มงาน,16000,,paid
PAY-0710,TOR19-B-705,ชำระเต็มจำนวน 100%,42900,2026-06-29,paid
PAY-0711,TOR19-B-706,ชำระเต็มจำนวน 100%,42900,2026-06-29,paid
PAY-0712,TOR19-B-707,ชำระเต็มจำนวน 100%,21450,,paid
PAY-0713,TOR19-B-707,ชำระเต็มจำนวน 100%,42900,2026-06-29,paid
PAY-0714,TOR19-C-711,ชำระ 50% แรก เริ่มงาน,245750,,paid
PAY-0715,TOR19-A-712,มัดจำจองสิทธิ์,5000,,paid
PAY-0716,TOR19-B-721,มัดจำจองสิทธิ์,5000,,paid
PAY-0717,TOR19-B-722,มัดจำจองสิทธิ์,5000,,paid
PAY-0718,TOR19-A-723,มัดจำจองสิทธิ์,10000,,paid
PAY-0719,TOR19-B-724,มัดจำจองสิทธิ์,5000,,paid
PAY-0720,TOR19-A-724,ชำระเต็มจำนวน 100%,81402,2026-05-26,paid
PAY-0721,TOR19-B-725,มัดจำจองสิทธิ์,5000,,paid
PAY-0722,TOR19-C-726,ชำระเต็มจำนวน 100%,42900,2026-06-24,paid
PAY-0723,TOR19-C-728,ชำระ 50% แรก เริ่มงาน,40390,,paid
PAY-0724,TOR19-B-730,มัดจำจองสิทธิ์,10000,,paid
PAY-0725,TOR19-B-801,มัดจำจองสิทธิ์,10000,,paid
PAY-0726,TOR19-C-806,มัดจำจองสิทธิ์,1960,,paid
PAY-0727,TOR19-B-806,ชำระเต็มจำนวน 100%,23200,2026-06-10,paid
PAY-0728,TOR19-B-808,มัดจำจองสิทธิ์,5000,,paid
PAY-0729,TOR19-C-810,ชำระเต็มจำนวน 100%,3500,,paid
PAY-0730,TOR19-A-812,ชำระ 50% แรก เริ่มงาน,34795,,paid
PAY-0731,TOR19-A-816,ชำระเต็มจำนวน 100%,54000,,paid
PAY-0732,TOR19-C-817,ชำระ 50% แรก เริ่มงาน,59395,,paid
PAY-0733,TOR19-B-820,ชำระ 50% แรก เริ่มงาน,33000,,paid
PAY-0734,TOR19-C-820,ชำระ 50% แรก เริ่มงาน,76900,,paid
PAY-0735,TOR19-C-822,ชำระ 50% แรก เริ่มงาน,61724,,paid
PAY-0736,TOR19-C-828,มัดจำจองสิทธิ์,5000,,paid
PAY-0737,TOR19-B-831,มัดจำจองสิทธิ์,5000,,paid
PAY-0738,TOR19-B-611,ชำระเต็มจำนวน 100%,5000,2026-03-05,paid
PAY-0739,TOR12-B-205,ชำระเต็มจำนวน 100%,134900,2026-03-23,paid
PAY-0740,TOR12-A-211,ชำระเต็มจำนวน 100%,36000,2026-01-27,paid
PAY-0741,TOR12-A-222,ชำระเต็มจำนวน 100%,23040,2026-01-29,paid
PAY-0742,TOR12-B-301,ชำระเต็มจำนวน 100%,152100,2026-02-19,paid
PAY-0743,TOR12-A-303,ชำระเต็มจำนวน 100%,63500,2026-02-18,paid
PAY-0744,TOR12-B-308,ชำระเต็มจำนวน 100%,53910,2026-02-27,paid
PAY-0745,TOR12-B-309,ชำระเต็มจำนวน 100%,15000,2026-02-18,paid
PAY-0746,TOR12-A-311,ชำระ 50% แรก เริ่มงาน,48580,,paid
PAY-0747,TOR12-B-327,ชำระเต็มจำนวน 100%,32300,2026-02-20,paid
PAY-0748,TOR12-B-328,ชำระเต็มจำนวน 100%,12100,2026-04-11,paid
PAY-0749,TOR12-A-331,ชำระเต็มจำนวน 100%,30000,2026-01-28,paid
PAY-0750,TOR12-B-401,ชำระเต็มจำนวน 100%,16700,2026-06-30,paid
PAY-0751,TOR12-B-403,มัดจำจองสิทธิ์,5000,,paid
PAY-0752,TOR12-B-404,ชำระเต็มจำนวน 100%,16730,2026-01-08,paid
PAY-0753,TOR12-B-405,ชำระเต็มจำนวน 100%,16730,2026-01-08,paid
PAY-0754,TOR12-B-410,ชำระเต็มจำนวน 100%,82251,2026-01-08,paid
PAY-0755,TOR12-A-501,ชำระเต็มจำนวน 100%,10000,2026-05-31,paid
PAY-0756,TOR12-A-501,ชำระเต็มจำนวน 100%,179400,2026-02-21,paid
PAY-0757,TOR12-B-502,ชำระเต็มจำนวน 100%,22000,2026-01-03,paid
PAY-0758,TOR12-B-502,ชำระเต็มจำนวน 100%,23800,2026-01-03,paid
PAY-0759,TOR12-A-504,ชำระเต็มจำนวน 100%,15100,2026-02-18,paid
PAY-0760,TOR12-A-504,ชำระเต็มจำนวน 100%,5400,2026-03-29,paid
PAY-0761,TOR12-A-504,ชำระเต็มจำนวน 100%,9700,2026-04-29,paid
PAY-0762,TOR12-A-505,ชำระเต็มจำนวน 100%,15100,2026-06-23,paid
PAY-0763,TOR12-B-511,ชำระเต็มจำนวน 100%,13200,2026-05-11,paid
PAY-0764,TOR12-A-608,รับ PO / อนุมัติงาน,0,,paid
PAY-0765,TOR12-B-524,ชำระเต็มจำนวน 100%,12000,2026-02-18,paid
PAY-0766,TOR12-B-529,ชำระเต็มจำนวน 100%,26500,2026-03-02,paid
PAY-0767,TOR12-B-609,ชำระเต็มจำนวน 100%,74056,2026-03-30,paid
PAY-0768,TOR12-B-623,ชำระเต็มจำนวน 100%,5400,2026-01-28,paid
PAY-0769,TOR12-B-625,ชำระเต็มจำนวน 100%,43125,2026-01-23,paid
PAY-0770,TOR12-B-630,ชำระเต็มจำนวน 100%,14600,2026-02-20,paid
PAY-0771,TOR12-A-728,ชำระเต็มจำนวน 100%,18900,2026-02-15,paid
PAY-0772,TOR12-A-828,ชำระเต็มจำนวน 100%,12100,2026-06-26,paid
PAY-0773,TOR12-B-833,ชำระ 50% แรก เริ่มงาน,8015,,paid
PAY-0774,TOR12-B-833,ชำระเต็มจำนวน 100%,36030,2026-03-25,paid
PAY-0775,TOR01-Z-1003,ชำระ 50% แรก เริ่มงาน,72500,,paid
PAY-0776,TOR03-H-517,ชำระเต็มจำนวน 100%,10000,2026-06-18,paid
PAY-0777,TOR03-H-517,ชำระเต็มจำนวน 100%,150000,2026-06-18,paid
PAY-0778,TOR09-Z-1202,ชำระเต็มจำนวน 100%,28700,2026-02-04,paid
PAY-0779,TOR09-Z-1203,รับ PO / อนุมัติงาน,0,,paid
PAY-0780,TOR09-Z-1203,ชำระเต็มจำนวน 100%,88100,2026-04-20,paid
PAY-0781,TOR09-Z-1206,รับ PO / อนุมัติงาน,0,,paid
PAY-0782,TOR09-Z-1305,รับ PO / อนุมัติงาน,0,,paid
PAY-0783,TOR09-Z-1206,ชำระเต็มจำนวน 100%,50000,2026-05-26,paid
PAY-0784,TOR09-Z-2418,รับ PO / อนุมัติงาน,0,,paid
PAY-0785,TOR09-Z-1211,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0786,TOR09-Z-1218,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0787,TOR09-Z-12A03,ชำระเต็มจำนวน 100%,50000,,paid
PAY-0788,TOR09-Z-1517,รับ PO / อนุมัติงาน,0,,paid
PAY-0789,TOR09-Z-1522,รับ PO / อนุมัติงาน,0,,paid
PAY-0790,TOR09-Z-12A05,ชำระเต็มจำนวน 100%,11130,2026-05-05,paid
PAY-0791,TOR09-Z-12A05,ชำระเต็มจำนวน 100%,37000,2026-05-05,paid
PAY-0792,TOR09-Z-12A06,ชำระเต็มจำนวน 100%,240000,2026-04-27,paid
PAY-0793,TOR09-Z-12A07,มัดจำจองสิทธิ์,5000,,paid
PAY-0794,TOR09-Z-12A04,ชำระเต็มจำนวน 100%,50000,2026-02-05,paid
PAY-0795,TOR09-Z-1802,รับ PO / อนุมัติงาน,0,,paid
PAY-0796,TOR09-Z-1304,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0797,TOR09-Z-1402,ชำระเต็มจำนวน 100%,60000,2026-03-12,paid
PAY-0798,TOR09-Z-1404,ชำระเต็มจำนวน 100%,100000,2026-04-27,paid
PAY-0799,TOR09-Z-1410,ชำระเต็มจำนวน 100%,50000,2026-04-05,paid
PAY-0800,TOR09-Z-1411,ชำระเต็มจำนวน 100%,50000,2026-04-01,paid
PAY-0801,TOR09-Z-1923,รับ PO / อนุมัติงาน,0,,paid
PAY-0802,TOR09-Z-2011,รับ PO / อนุมัติงาน,0,,paid
PAY-0803,TOR09-Z-1412,ชำระเต็มจำนวน 100%,50000,2026-04-01,paid
PAY-0804,TOR09-Z-1418,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0805,TOR09-Z-1506,ชำระเต็มจำนวน 100%,16800,2026-02-23,paid
PAY-0806,TOR09-Z-2103,รับ PO / อนุมัติงาน,0,,paid
PAY-0807,TOR09-Z-1506,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0808,TOR09-Z-1509,มัดจำจองสิทธิ์,5000,,paid
PAY-0809,TOR09-Z-1515,ชำระเต็มจำนวน 100%,81880,2026-02-22,paid
PAY-0810,TOR09-Z-2121,รับ PO / อนุมัติงาน,0,,paid
PAY-0811,TOR09-Z-2127,รับ PO / อนุมัติงาน,0,,paid
PAY-0812,TOR09-Z-2127,รับ PO / อนุมัติงาน,0,,paid
PAY-0813,TOR09-Z-1515,ชำระเต็มจำนวน 100%,39000,2026-02-22,paid
PAY-0814,TOR09-Z-1515,ชำระเต็มจำนวน 100%,3000,2026-02-22,paid
PAY-0815,TOR09-Z-1517,ชำระเต็มจำนวน 100%,50000,2026-03-12,paid
PAY-0816,TOR09-Z-1522,ชำระเต็มจำนวน 100%,33600,2026-03-12,paid
PAY-0817,TOR09-Z-1526,ชำระเต็มจำนวน 100%,38100,2026-04-29,paid
PAY-0818,TOR09-Z-2315,รับ PO / อนุมัติงาน,0,,paid
PAY-0819,TOR09-Z-1603,ชำระเต็มจำนวน 100%,50000,2026-02-19,paid
PAY-0820,TOR09-Z-1603,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0821,TOR09-Z-1616,ชำระ 50% แรก เริ่มงาน,62500,,paid
PAY-0822,TOR09-Z-1617,ชำระเต็มจำนวน 100%,50000,2026-04-28,paid
PAY-0823,TOR09-Z-1621,ชำระ 50% แรก เริ่มงาน,43000,,paid
PAY-0824,TOR09-Z-1704,ชำระเต็มจำนวน 100%,53000,2026-02-10,paid
PAY-0825,TOR09-Z-1704,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0826,TOR09-Z-2509,รับ PO / อนุมัติงาน,0,,paid
PAY-0827,TOR09-Z-1705,ชำระเต็มจำนวน 100%,53000,2026-02-10,paid
PAY-0828,TOR09-Z-2511,รับ PO / อนุมัติงาน,0,,paid
PAY-0829,TOR09-Z-1705,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0830,TOR09-Z-1710,มัดจำจองสิทธิ์,10000,,paid
PAY-0831,TOR09-Z-1803,ชำระเต็มจำนวน 100%,60000,2026-03-01,paid
PAY-0832,TOR09-Z-2611,รับ PO / อนุมัติงาน,0,,paid
PAY-0833,TOR09-Z-1803,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0834,TOR09-Z-2616,รับ PO / อนุมัติงาน,0,,paid
PAY-0835,TOR09-Z-1809,ชำระ 50% แรก เริ่มงาน,25000,,paid
PAY-0836,TOR09-Z-1903,ชำระเต็มจำนวน 100%,50000,2026-05-28,paid
PAY-0837,TOR09-Z-2714,รับ PO / อนุมัติงาน,0,,paid
PAY-0838,TOR09-Z-1904,ชำระ 50% แรก เริ่มงาน,25000,,paid
PAY-0839,TOR09-Z-1909,ชำระเต็มจำนวน 100%,50000,2026-02-06,paid
PAY-0840,TOR09-Z-2801,รับ PO / อนุมัติงาน,0,,paid
PAY-0841,TOR09-Z-1909,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0842,TOR09-Z-1910,ชำระเต็มจำนวน 100%,50000,2026-02-06,paid
PAY-0843,TOR09-Z-2816,รับ PO / อนุมัติงาน,0,,paid
PAY-0844,TOR09-Z-1910,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0845,TOR09-Z-1911,ชำระเต็มจำนวน 100%,50000,2026-02-06,paid
PAY-0846,TOR09-Z-1911,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0847,TOR09-Z-1912,ชำระเต็มจำนวน 100%,50000,2026-02-06,paid
PAY-0848,TOR09-Z-1912,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0849,TOR09-Z-1918,ชำระเต็มจำนวน 100%,53000,2026-03-10,paid
PAY-0850,TOR09-Z-1920,ชำระ 50% แรก เริ่มงาน,25000,,paid
PAY-0851,TOR09-Z-2917,รับ PO / อนุมัติงาน,0,,paid
PAY-0852,TOR09-Z-1922,ชำระเต็มจำนวน 100%,50000,,paid
PAY-0853,TOR09-Z-2918,รับ PO / อนุมัติงาน,0,,paid
PAY-0854,TOR09-Z-3005,รับ PO / อนุมัติงาน,0,,paid
PAY-0855,TOR09-Z-2009,ชำระเต็มจำนวน 100%,53000,2026-03-17,paid
PAY-0856,TOR09-Z-2021,ชำระเต็มจำนวน 100%,69450,2026-05-26,paid
PAY-0857,TOR09-Z-2022,ชำระเต็มจำนวน 100%,135000,2026-03-05,paid
PAY-0858,TOR09-Z-3010,รับ PO / อนุมัติงาน,0,,paid
PAY-0859,TOR09-Z-2026,ชำระ 50% แรก เริ่มงาน,11500,,paid
PAY-0860,TOR09-Z-2103,ชำระเต็มจำนวน 100%,104100,2026-04-07,paid
PAY-0861,TOR09-Z-2106,มัดจำจองสิทธิ์,10000,,paid
PAY-0862,TOR09-Z-2110,ชำระเต็มจำนวน 100%,11130,2026-04-21,paid
PAY-0863,TOR09-Z-2113,ชำระเต็มจำนวน 100%,40000,2026-02-19,paid
PAY-0864,TOR09-Z-3208,รับ PO / อนุมัติงาน,0,,paid
PAY-0865,TOR09-Z-3209,รับ PO / อนุมัติงาน,0,,paid
PAY-0866,TOR09-Z-2113,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0867,TOR09-Z-2115,มัดจำจองสิทธิ์,5000,,paid
PAY-0868,TOR09-Z-1111,รับ PO / อนุมัติงาน,0,,paid
PAY-0869,TOR09-Z-1122,รับ PO / อนุมัติงาน,0,,paid
PAY-0870,TOR09-Z-2118,ชำระเต็มจำนวน 100%,85220,2026-03-09,paid
PAY-0871,TOR09-Z-2121,ชำระเต็มจำนวน 100%,50000,2026-03-12,paid
PAY-0872,TOR09-Z-2201,ชำระเต็มจำนวน 100%,50000,2026-03-12,paid
PAY-0873,TOR09-Z-2206,ชำระเต็มจำนวน 100%,38100,2026-04-29,paid
PAY-0874,TOR09-Z-2210,ชำระเต็มจำนวน 100%,79900,2026-02-10,paid
PAY-0875,TOR09-Z-1310,รับ PO / อนุมัติงาน,0,,paid
PAY-0876,TOR09-Z-2211,ชำระเต็มจำนวน 100%,93000,2026-06-01,paid
PAY-0877,TOR09-Z-1404,รับ PO / อนุมัติงาน,0,,paid
PAY-0878,TOR09-Z-1416,รับ PO / อนุมัติงาน,0,,paid
PAY-0879,TOR09-Z-2221,ชำระเต็มจำนวน 100%,46500,2026-02-05,paid
PAY-0880,TOR09-Z-2223,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0881,TOR09-Z-2303,ชำระเต็มจำนวน 100%,11000,2026-01-27,paid
PAY-0882,TOR09-Z-1509,รับ PO / อนุมัติงาน,0,,paid
PAY-0883,TOR09-Z-1515,รับ PO / อนุมัติงาน,0,,paid
PAY-0884,TOR09-Z-2314,ชำระ 50% แรก เริ่มงาน,50000,,paid
PAY-0885,TOR09-Z-2315,ชำระเต็มจำนวน 100%,10500,2026-05-06,paid
PAY-0886,TOR09-Z-2315,ชำระเต็มจำนวน 100%,50000,2026-05-06,paid
PAY-0887,TOR09-Z-2326,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0888,TOR09-Z-2327,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0889,TOR09-Z-2401,มัดจำจองสิทธิ์,46995,,paid
PAY-0890,TOR09-Z-2401,มัดจำจองสิทธิ์,5000,,paid
PAY-0891,TOR09-Z-1616,รับ PO / อนุมัติงาน,0,,paid
PAY-0892,TOR09-Z-2401,ชำระ 50% แรก เริ่มงาน,46995,,paid
PAY-0893,TOR09-Z-2414,ชำระ 50% แรก เริ่มงาน,25000,,paid
PAY-0894,TOR09-Z-2506,ชำระเต็มจำนวน 100%,53000,2026-04-28,paid
PAY-0895,TOR09-Z-2507,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0896,TOR09-Z-1802,รับ PO / อนุมัติงาน,0,,paid
PAY-0897,TOR09-Z-2509,มัดจำจองสิทธิ์,5000,,paid
PAY-0898,TOR09-Z-2511,ชำระเต็มจำนวน 100%,10000,2026-05-26,paid
PAY-0899,TOR09-Z-2514,มัดจำจองสิทธิ์,10000,,paid
PAY-0900,TOR09-Z-2610,ชำระเต็มจำนวน 100%,46000,2026-05-06,paid
PAY-0901,TOR09-Z-2611,ชำระเต็มจำนวน 100%,59560,2026-03-26,paid
PAY-0902,TOR09-Z-2614,ชำระเต็มจำนวน 100%,59000,2026-05-06,paid
PAY-0903,TOR09-Z-2617,ชำระเต็มจำนวน 100%,9560,2026-01-20,paid
PAY-0904,TOR09-Z-2706,มัดจำจองสิทธิ์,5000,,paid
PAY-0905,TOR09-Z-2714,มัดจำจองสิทธิ์,5000,,paid
PAY-0906,TOR09-Z-2716,มัดจำจองสิทธิ์,5000,,paid
PAY-0907,TOR09-Z-2718,มัดจำจองสิทธิ์,5000,,paid
PAY-0908,TOR09-Z-2805,มัดจำจองสิทธิ์,5000,,paid
PAY-0909,TOR09-Z-2018,รับ PO / อนุมัติงาน,0,,paid
PAY-0910,TOR09-Z-2021,รับ PO / อนุมัติงาน,0,,paid
PAY-0911,TOR09-Z-2815,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0912,TOR09-Z-2111,รับ PO / อนุมัติงาน,0,,paid
PAY-0913,TOR09-Z-2816,ชำระเต็มจำนวน 100%,53000,2026-04-01,paid
PAY-0914,TOR09-Z-2817,ชำระเต็มจำนวน 100%,24000,2026-06-24,paid
PAY-0915,TOR09-Z-2903,มัดจำจองสิทธิ์,5000,,paid
PAY-0916,TOR09-Z-2905,มัดจำจองสิทธิ์,5000,,paid
PAY-0917,TOR09-Z-2126,รับ PO / อนุมัติงาน,0,,paid
PAY-0918,TOR09-Z-2127,รับ PO / อนุมัติงาน,0,,paid
PAY-0919,TOR09-Z-2910,มัดจำจองสิทธิ์,5000,,paid
PAY-0920,TOR09-Z-2911,มัดจำจองสิทธิ์,5000,,paid
PAY-0921,TOR09-Z-2916,ชำระเต็มจำนวน 100%,125000,2026-06-02,paid
PAY-0922,TOR09-Z-2917,ชำระเต็มจำนวน 100%,37000,2026-04-28,paid
PAY-0923,TOR09-Z-2227,รับ PO / อนุมัติงาน,0,,paid
PAY-0924,TOR09-Z-2918,ชำระเต็มจำนวน 100%,26200,2026-04-28,paid
PAY-0925,TOR09-Z-2314,รับ PO / อนุมัติงาน,0,,paid
PAY-0926,TOR09-Z-3009,ชำระเต็มจำนวน 100%,72640,2026-05-25,paid
PAY-0927,TOR09-Z-3009,ชำระเต็มจำนวน 100%,6000,2026-05-25,paid
PAY-0928,TOR09-Z-2401,รับ PO / อนุมัติงาน,0,,paid
PAY-0929,TOR09-Z-2418,รับ PO / อนุมัติงาน,0,,paid
PAY-0930,TOR09-Z-3010,มัดจำจองสิทธิ์,6000,,paid
PAY-0931,TOR09-Z-2514,รับ PO / อนุมัติงาน,0,,paid
PAY-0932,TOR09-Z-2604,รับ PO / อนุมัติงาน,0,,paid
PAY-0933,TOR09-Z-2607,รับ PO / อนุมัติงาน,0,,paid
PAY-0934,TOR09-Z-2612,รับ PO / อนุมัติงาน,0,,paid
PAY-0935,TOR09-Z-2614,รับ PO / อนุมัติงาน,0,,paid
PAY-0936,TOR09-Z-3101,มัดจำจองสิทธิ์,5000,,paid
PAY-0937,TOR09-Z-3103,มัดจำจองสิทธิ์,5000,,paid
PAY-0938,TOR09-Z-3104,ชำระเต็มจำนวน 100%,86400,2026-06-04,paid
PAY-0939,TOR09-Z-3105,มัดจำจองสิทธิ์,10000,,paid
PAY-0940,TOR09-Z-3111,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0941,TOR09-Z-3409,รับ PO / อนุมัติงาน,0,,paid
PAY-0942,TOR09-Z-3112,ชำระเต็มจำนวน 100%,70000,2026-02-06,paid
PAY-0943,TOR09-Z-3206,ชำระเต็มจำนวน 100%,38100,2026-04-29,paid
PAY-0944,TOR09-Z-3301,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0945,TOR09-Z-3316,ชำระ 50% แรก เริ่มงาน,26500,,paid
PAY-0946,TOR09-Z-3513,มัดจำจองสิทธิ์,5000,,paid
PAY-0947,TOR09-Z-3515,ชำระเต็มจำนวน 100%,8000,2026-02-23,paid
PAY-0948,TOR09-Z-12A06,รับ PO / อนุมัติงาน,0,,paid
PAY-0949,TOR09-Z-3515,ชำระเต็มจำนวน 100%,8000,2026-02-25,paid
PAY-0950,TOR09-Z-12A10,รับ PO / อนุมัติงาน,0,,paid
